original_name,synonym_tr8,h_max,h_min,le_area,le_long,seed_wght,li_span,canopy_height,leaf_dmc,leaf_mass,leaf_size,life_span,seed_mass,seed_number_per_shoot,C.N.Ratio,Height..Mature,Lifespan,seed_mas_cal,seed_pro_cal,leaf_N_area,leaf_N_mass,max_height_cal,sla_cal
Polygonum aviculare,Polygonum aviculare,NA,NA,NA,NA,NA,a (annual),1.1375,207.5,13.00841664,361.5,annuals + summer annuals,1.82,31670.04168,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polygonum oxyspermum,Polygonum oxyspermum,NA,NA,NA,NA,NA,a (annual),0.4,NA,NA,NA,NA,3.298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodium interjectum,Polypodium interjectum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,297.735,374.0725,5757.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polypodium vulgare,Polypodium vulgare,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3,289,525.3311663,6246,NA,NA,1000404.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polystichum aculeatum,Polystichum aculeatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.8,299.0566667,2439.341493,40709.58333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polystichum braunii,Polystichum braunii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polystichum lonchitis,Polystichum lonchitis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.3,307.8,1092.98,8352.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Polystichum setiferum,Polystichum setiferum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Populus tremula,Populus tremula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),19.5,369.835,165.02125,2513.3125,perennials,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton alpinus,Potamogeton alpinus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.02,166.31,7.92,760,NA,2.0707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton berchtoldii,Potamogeton berchtoldii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,142,0.55,26,NA,1.1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton compressus,Potamogeton compressus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,171.5,2.25,198.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton crispus,Potamogeton crispus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,149.3333333,3.485724345,192.3333333,perennials + winter annuals,NA,4,Medium,0,Short,NA,NA,NA,NA,NA,NA
Potamogeton friesii,Potamogeton friesii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton gramineus,Potamogeton gramineus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.02,190.16,14.42666667,596.72,NA,2.4904,797,Medium,0,Short,NA,NA,NA,NA,NA,NA
Potamogeton lucens,Potamogeton lucens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,182.33,36.52,2221.5,NA,4.8698,72.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton natans,Potamogeton natans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.02,205.4833333,116.0395018,2783.083333,NA,5.137633333,4,Medium,0,Short,NA,NA,NA,NA,NA,NA
Potamogeton obtusifolius,Potamogeton obtusifolius,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,254.77,2.46,170.17,NA,2.89876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton perfoliatus,Potamogeton perfoliatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,184.81,7.79,642.5,NA,3.2164,1680,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton polygonifolius,Potamogeton polygonifolius,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.02,169.8866667,28.16333333,1138.25,NA,1.47672,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton praelongus,Potamogeton praelongus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,Medium,0,Short,NA,NA,NA,NA,NA,NA
Potamogeton pusillus,Potamogeton pusillus,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,319.53,0.396666667,33.11,NA,0.908181818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton rutilus,Potamogeton rutilus,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potamogeton trichoides,Potamogeton trichoides,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,234.34,0.08,5.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla anserina,Potentilla anserina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.131666667,232.175,143.5934,6700.333333,perennials,0.893866667,56.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla argentea,Potentilla argentea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.252,262,31.58222222,527,perennials,0.101636364,158044.3929,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla crantzii,Potentilla crantzii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1225,326.8,18.3,259.8121429,NA,0.638375,61.53,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla erecta,Potentilla erecta,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.166666667,303.9566667,5.734158679,148.5,perennials,0.4821375,3045.570175,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla nivea,Potentilla nivea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
Potentilla tabernaemontani,Potentilla tabernaemontani,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.091666667,317,25.8980362,289,perennials,0.6099375,14035.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primula veris,Primula veris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.133333333,214.6666667,245.1411615,4080.666667,perennials,0.803173333,12248.36667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Primula vulgaris,Primula vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.115,154,224.4014594,6409,perennials,1.13632,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunella vulgaris,Prunella vulgaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.123333333,164.37,16.10835126,675.3333333,annuals + perennials + strict monocarpic bi-annuals and poly-annuals,0.688757143,5229.477778,Medium,1.5,Moderate,0.75,128,NA,NA,NA,NA
Prunus avium,Prunus avium,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),12.24,NA,NA,NA,perennials,390.0449714,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Prunus padus,Prunus padus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),8,334.3175,183.1416667,3044.558,perennials,137.5,4000.5,Medium,30,Moderate,NA,NA,NA,NA,NA,NA
Prunus spinosa,Prunus spinosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.952,313.5,NA,472.25,perennials,448.2353556,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pseudorchis albida,Pseudorchis albida,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.135,123.79,30.44,601.25,perennials,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pteridium aquilinum,Pteridium aquilinum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.975,298,NA,NA,NA,NA,3.00E+08,,6.6,Moderate,NA,NA,NA,NA,NA,NA
Puccinellia capillaris,Puccinellia capillaris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puccinellia distans,Puccinellia distans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,179,8.384732587,282,NA,0.237125,18589.22223,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puccinellia maritima,Puccinellia maritima,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,198.39,2.915,39,perennials,0.7692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pulsatilla pratensis,Pulsatilla pratensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,321.13,270.1,2345.25,perennials,2.493666667,139.0909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pulsatilla vernalis,Pulsatilla vernalis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.06,260.65,58.05,564.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrola chlorantha,Pyrola chlorantha,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrola media,Pyrola media,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.138333333,NA,NA,NA,NA,NA,1871,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrola minor,Pyrola minor,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.08,274.9075,20.46925604,325.7915476,NA,0.001485714,634136,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pyrola rotundifolia,Pyrola rotundifolia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.13,250.29,68.4,1026,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus petraea,Quercus petraea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),36.14444444,281.25,NA,3500.325,perennials + poly-annuals > 50 years (long-lived perennials),974.7,13626.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quercus robur,Quercus robur,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),40,280,NA,2073.533333,perennials,3487.466667,10040.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
Radiola linoides,Radiola linoides,NA,NA,NA,NA,NA,a (annual),0.03875,232.595,0.133333333,3.22,NA,0.01185,2726.444444,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus acris,Ranunculus acris,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2575,197.05,36.88801265,620.7051613,perennials,1.72743,1248.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus aquatilis,Ranunculus aquatilis,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),0.02,118.646,5.428571429,143.3,perennials + summer annuals,NA,17843.33333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus bulbosus,Ranunculus bulbosus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.175,188.3333333,55.82497258,1081.333333,perennials,2.867753968,106.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus ficaria,Ranunculus ficaria,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.116666667,117.5,17.3984574,673,perennials,1.938133333,49.11111111,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus flammula,Ranunculus flammula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.215,173.91,33.40150528,656.5833333,perennials,0.4472,101215.1667,Medium,1.5,Short,0.38,NA,NA,NA,NA,NA
Ranunculus glacialis,Ranunculus glacialis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.07,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus hyperboreus,Ranunculus hyperboreus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,1,Short,NA,NA,NA,NA,NA,NA
Ranunculus lingua,Ranunculus lingua,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.8175,196.3,173.53,2416.75,NA,1.702366667,127.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus nivalis,Ranunculus nivalis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus peltatus,Ranunculus peltatus,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,102.3933333,9.4185,300.6666667,perennials + summer annuals,0.382266667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus platanifolius,Ranunculus platanifolius,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.575,152.99,471.36,8769.303333,NA,4.9715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus polyanthemos,Ranunculus polyanthemos,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,143.47,196.46,4438,NA,2.495,104,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus pygmaeus,Ranunculus pygmaeus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus repens,Ranunculus repens,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.241666667,181.104,193.94,3593.555556,perennials,2.24169697,607.6166667,Medium,2,Short,NA,NA,NA,NA,NA,NA
Ranunculus reptans,Ranunculus reptans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.116666667,219.61,3.95,53,NA,0.3778125,26,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ranunculus sceleratus,Ranunculus sceleratus,NA,NA,NA,NA,NA,a (annual),0.258333333,123.04,39.07313155,1115.375,annuals + winter annuals,0.130333333,144735.5,Medium,2,Short,NA,NA,NA,NA,NA,NA
Ranunculus trichophyllus,Ranunculus trichophyllus,NA,NA,NA,NA,NA,a (annual) - p (pluriennial-pollakanthic),NA,161.2233333,5.783333333,150.5,perennials + summer annuals,0.269466667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamnus cathartica,Rhamnus cathartica,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinanthus angustifolius,Rhinanthus angustifolius,NA,NA,NA,NA,NA,a (annual),0.333333333,NA,12.4,273.75,annuals + summer annuals,2.3424,4930.216667,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhinanthus minor,Rhinanthus minor,NA,NA,NA,NA,NA,a (annual),0.383333333,178.6666667,20.40286418,360.3333333,summer annuals,2.678866071,3142.073809,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhodiola rosea,Rhodiola rosea,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,104.9,6.2,113.99,NA,0.316,440,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhododendron lapponicum,Rhododendron lapponicum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,3,Short,NA,NA,NA,NA,NA,NA
Rhododendron tomentosum,Ledum palustre,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.025,NA,NA,0,NA,0.0185,6,High,0.5,Short,NA,NA,NA,NA,NA,NA
Rhynchospora alba,Rhynchospora alba,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.25,334.91,16.09,288,NA,0.44684,1123.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhynchospora fusca,Rhynchospora fusca,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.2,306.045,17.645,208.875,NA,0.513888889,22.04347826,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ribes alpinum,Ribes alpinum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.383333333,NA,NA,0,NA,161.34335,2185,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ribes nigrum,Ribes nigrum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.216666667,256,NA,2989.85,perennials,47.51558334,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ribes spicatum,Ribes spicatum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.25,NA,NA,NA,NA,NA,3200,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rorippa islandica,Rorippa islandica,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,annuals + perennials + strict monocarpic bi-annuals and poly-annuals,0.05688,950,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rorippa palustris,Rorippa palustris,NA,NA,NA,NA,NA,a (annual) - b (biennial),0.27375,106.6171429,64.7275,2167.987571,perennials + summer annuals + strict monocarpic bi-annuals and poly-annuals + poly-annuals < 5 years (short-lived perennials),0.059757143,25708.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa balsamica,Rosa tomentella,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa caesia,Rosa caesia,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.583333333,NA,NA,NA,NA,15.261,588,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa canina,Rosa canina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.666666667,NA,NA,NA,perennials,281.044625,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa corymbifera,Rosa corymbifera,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa dumalis,Rosa dumalis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,492.22,150.785,1804,NA,898.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa majalis,Rosa majalis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.25,NA,NA,NA,NA,12.188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa mollis,Rosa mollis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.55,NA,NA,NA,NA,14.9693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa pseudoscabriuscula,Rosa pseudoscabriuscula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa sherardii,Rosa sherardii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.375,NA,NA,NA,NA,12.062,3066.571429,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa spinosissima,Rosa spinosissima,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa subcanina,Rosa subcanina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rosa subcollina,Rosa subcollina,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,0,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus arcticus,Rubus arcticus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Medium,1,Short,NA,NA,NA,NA,NA,NA
Rubus caesius,Rubus caesius,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.475,386.6666667,553.5809809,9655.333333,perennials,3.7628451,206,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus chamaemorus,Rubus chamaemorus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.1,264.6066667,242.3666667,2537.943333,perennials,8.356666667,12.18461538,High,1,Short,NA,NA,NA,NA,NA,NA
Rubus dissimulans,Rubus dissimulans,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus fabrimontanus,Rubus fabrimontanus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus firmus,Rubus firmus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus glauciformis,Rubus glauciformis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus gothicus,Rubus gothicus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus grabowskii,Rubus grabowskii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.5,NA,NA,NA,NA,3.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus hallandicus,Rubus hallandicus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus idaeus,Rubus idaeus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.2,283.78,110.95,NA,perennials,95.70412222,2439.835714,Medium,6,Short,NA,NA,NA,NA,NA,NA
Rubus langei,Rubus langei,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus lindebergii,Rubus lindebergii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus lindleianus,Rubus lindleianus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,2.622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus muenteri,Rubus muenteri,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus nemoralis,Rubus nemoralis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.5,NA,NA,NA,NA,2.6732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus nemorosus,Rubus nemorosus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus nessensis,Rubus nessensis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus plicatus,Rubus plicatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.4,NA,NA,NA,perennials,3.738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus pruinosus,Rubus pruinosus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus radula,Rubus radula,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.65,NA,NA,NA,NA,1.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus saxatilis,Rubus saxatilis,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.165,318,289.9793781,6724,NA,171.8443333,41.42857143,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus scissus,Rubus scissus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus sprengelii,Rubus sprengelii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.65,NA,NA,NA,NA,1.4514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus sulcatus,Rubus sulcatus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus vestitus,Rubus vestitus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),2,NA,NA,NA,NA,2.2356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rubus wahlbergii,Rubus wahlbergii,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex acetosa,Rumex acetosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.505,102.11,128.532105,2014.9275,perennials,0.944641667,413.6941176,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex alpestris,Rumex alpestris,NA,NA,NA,NA,NA,NA,0.575,131.94,175.12,6662.625,NA,3.442666667,2240.863636,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex aquaticus,Rumex aquaticus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1,144.135,1226.875,22028.25,NA,2.13216,4559,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex crispus,Rumex crispus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.641666667,105,239.6959134,6290,annuals + perennials + strict monocarpic bi-annuals and poly-annuals,2.324242857,16830.96667,NA,NA,NA,1.62,NA,NA,NA,NA,NA
Rumex hydrolapathum,Rumex hydrolapathum,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),1.575,150.615,2249.81063,37973.325,NA,3.562761538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex longifolius,Rumex longifolius,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.733333333,NA,NA,NA,NA,3.09515,2482.642857,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rumex maritimus,Rumex maritimus,NA,NA,NA,NA,NA,a (annual),0.625,135.845,215.5466239,5718,perennials + summer annuals,0.2308625,41738.66667,High,2,Moderate,0.89,NA,NA,NA,NA,NA
Rumex obtusifolius,Rumex obtusifolius,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.508333333,145.7633333,1449.891121,43260.25,perennials + poly-annuals 5-50 years (medium-lived perennials),1.155,20215.54167,NA,NA,NA,1.48,NA,NA,NA,NA,NA
Rumex sanguineus,Rumex sanguineus,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),0.7875,202,188.9898072,4734,perennials,1.06821,594.0833333,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruppia cirrhosa,Ruppia cirrhosa,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,195.84,1.16,47.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ruppia maritima,Ruppia maritima,NA,NA,NA,NA,NA,p (pluriennial-pollakanthic),NA,186.13,0.73,41,NA,NA,NA,Low,0.2,Short,0.029,NA,NA,NA,NA,NA
Sagina maritima,Sagina maritima,NA,NA,NA,NA,NA,a (annual),0.095,194,0.28,4,NA,0.04769,1210.909091,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sagina nivalis,Sagina nivalis,NA,NA,NA,NA,NA,NA,0.015,NA,NA,NA,NA,0.03706,804.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
